Strongly Outperforming Benchmark Index,
Date: 30-Aug-2022,
Major Stocks,
Generated by and for: sr.chman6@gmail.com,

Stock Name,Symbol,Exch,Sector Name,Industry Name,Index,RS,Close,Chg %,Symbol with Comma for External Upload
Can Fin Homes Ltd.,CANFINHOME,NSE,Finance,Finance - Housing,NIFTY 50,0.27,633.85,0.00,"CANFINHOME,"
KSB Ltd.,KSB,NSE,Capital Goods,Engineering - Industrial Equipments,NIFTY 50,0.27,1913.45,3.10,"KSB,"
Mahindra CIE Automotive Ltd.,MAHINDCIE,NSE,Automobile & Ancillaries,Forgings,NIFTY 50,0.27,275.50,0.10,"MAHINDCIE,"
Westlife Development Ltd.,WESTLIFE,NSE,Hospitality,"Hotel, Resort & Restaurants",NIFTY 50,0.27,647.35,0.80,"WESTLIFE,"
Adani Green Energy Ltd.,ADANIGREEN,NSE,Power,Power Generation/Distribution,NIFTY 50,0.26,2436.20,4.20,"ADANIGREEN,"
Bajaj Finserv Ltd.,BAJAJFINSV,NSE,Finance,Finance - Investment,NIFTY 50,0.26,16962.15,5.40,"BAJAJFINSV,"
JSW Energy Ltd.,JSWENERGY,NSE,Power,Power Generation/Distribution,NIFTY 50,0.26,341.05,7.20,"JSWENERGY,"
Metro Brands Ltd.,METROBRAND,NSE,Retailing,Footwear,NIFTY 50,0.26,792.95,1.00,"METROBRAND,"
La Opala RG Ltd.,LAOPALA,NSE,Construction Materials,Glass,NIFTY 50,0.25,355.30,1.10,"LAOPALA,"
Schaeffler India Ltd.,SCHAEFFLER,NSE,Automobile & Ancillaries,Bearings,NIFTY 50,0.25,3040.55,2.10,"SCHAEFFLER,"
Varun Beverages Ltd.,VBL,NSE,Fast Moving Consumer Goods,Consumer Food,NIFTY 50,0.25,1034.15,3.20,"VBL,"
Kalyan Jewellers India Ltd.,KALYANKJIL,NSE,Diamond & Jewellery,Diamond  &  Jewellery,NIFTY 50,0.24,81.65,5.60,"KALYANKJIL,"
PCBL Ltd.,PCBL,NSE,Chemicals,Carbon Black,NIFTY 50,0.23,137.50,6.10,"PCBL,"
CCL Products (India) Ltd.,CCL,NSE,Agriculture,Tea/Coffee,NIFTY 50,0.22,480.00,1.80,"CCL,"
Deepak Fertilisers And Petrochemicals Corporation Ltd.,DEEPAKFERT,NSE,Chemicals,Fertilizers,NIFTY 50,0.22,916.60,-0.30,"DEEPAKFERT,"
PI Industries Ltd.,PIIND,NSE,Chemicals,Pesticides & Agrochemicals,NIFTY 50,0.22,3436.20,2.60,"PIIND,"
Sapphire Foods India Ltd.,SAPPHIRE,NSE,Fast Moving Consumer Goods,Consumer Food,NIFTY 50,0.22,1341.50,3.70,"SAPPHIRE,"
Uflex Ltd.,UFLEX,NSE,Fast Moving Consumer Goods,Packaging,NIFTY 50,0.22,785.85,1.10,"UFLEX,"
UNO Minda Ltd.,UNOMINDA,NSE,Automobile & Ancillaries,Auto Ancillary,NIFTY 50,0.22,578.05,2.50,"UNOMINDA,"
Honeywell Automation India Ltd.,HONAUT,NSE,Consumer Durables,Consumer Durables - Electronics,NIFTY 50,0.21,43200.10,1.00,"HONAUT,"
BASF India Ltd.,BASF,NSE,Chemicals,Pesticides & Agrochemicals,NIFTY 50,0.20,3320.20,1.00,"BASF,"
City Union Bank Ltd.,CUB,NSE,Banking,Bank - Private,NIFTY 50,0.20,179.95,0.40,"CUB,"
Lakshmi Machine Works Ltd.,LAXMIMACH,NSE,Textile,Textile - Machinery,NIFTY 50,0.20,12055.10,1.50,"LAXMIMACH,"
Affle (India) Ltd.,AFFLE,NSE,Telecom,Telecommunication - Equipment,NIFTY 50,0.19,1309.45,-1.10,"AFFLE,"
CG Power and Industrial Solutions Ltd.,CGPOWER,NSE,Capital Goods,Electric Equipment,NIFTY 50,0.19,224.85,1.60,"CGPOWER,"
Fine Organic Industries Ltd.,FINEORG,NSE,Chemicals,Chemicals,NIFTY 50,0.19,6181.50,0.70,"FINEORG,"
Aegis Logistics Ltd.,AEGISCHEM,NSE,Logistics,Logistics,NIFTY 50,0.18,294.10,-0.20,"AEGISCHEM,"
Bajaj Finance Ltd.,BAJFINANCE,NSE,Finance,Finance - NBFC,NIFTY 50,0.18,7306.25,4.90,"BAJFINANCE,"
Pidilite Industries Ltd.,PIDILITIND,NSE,Chemicals,Chemicals,NIFTY 50,0.18,2736.30,1.30,"PIDILITIND,"
Radico Khaitan Ltd.,RADICO,NSE,Alcohol,Breweries & Distilleries,NIFTY 50,0.18,1046.90,-0.80,"RADICO,"
Sobha Ltd.,SOBHA,NSE,Realty,Construction - Real Estate,NIFTY 50,0.18,698.80,0.30,"SOBHA,"
The Indian Hotels Company Ltd.,INDHOTEL,NSE,Hospitality,"Hotel, Resort & Restaurants",NIFTY 50,0.18,285.45,1.20,"INDHOTEL,"
TVS Motor Company Ltd.,TVSMOTOR,NSE,Automobile & Ancillaries,Automobile Two & Three Wheelers,NIFTY 50,0.18,985.60,2.90,"TVSMOTOR,"
Bajaj Electricals Ltd.,BAJAJELEC,NSE,Consumer Durables,Consumer Durables - Domestic Appliances,NIFTY 50,0.17,1232.90,1.70,"BAJAJELEC,"
GMM Pfaudler Ltd.,GMMPFAUDLR,NSE,Capital Goods,Engineering - Industrial Equipments,NIFTY 50,0.17,1660.70,0.30,"GMMPFAUDLR,"
Grindwell Norton Ltd.,GRINDWELL,NSE,Abrasives,Abrasives,NIFTY 50,0.17,2200.10,1.00,"GRINDWELL,"
Hikal Ltd.,HIKAL,NSE,Healthcare,Pharmaceuticals & Drugs,NIFTY 50,0.17,342.70,5.60,"HIKAL,"
Astral Ltd.,ASTRAL,NSE,Plastic Products,Plastic Products,NIFTY 50,0.16,2092.40,1.40,"ASTRAL,"
Kansai Nerolac Paints Ltd.,KANSAINER,NSE,Chemicals,Paints,NIFTY 50,0.16,505.30,4.20,"KANSAINER,"
Oberoi Realty Ltd.,OBEROIRLTY,NSE,Realty,Construction - Real Estate,NIFTY 50,0.16,1006.85,5.20,"OBEROIRLTY,"
Praj Industries Ltd.,PRAJIND,NSE,Capital Goods,Engineering - Industrial Equipments,NIFTY 50,0.16,421.05,3.50,"PRAJIND,"
Tata Communications Ltd.,TATACOMM,NSE,Telecom,Telecommunication - Service  Provider,NIFTY 50,0.16,1202.25,3.20,"TATACOMM,"
The Federal Bank Ltd.,FEDERALBNK,NSE,Banking,Bank - Private,NIFTY 50,0.16,117.00,3.40,"FEDERALBNK,"
UTI Asset Management Company Ltd.,UTIAMC,NSE,Finance,Finance - Asset Management,NIFTY 50,0.16,825.10,1.50,"UTIAMC,"
Yes Bank Ltd.,YESBANK,NSE,Banking,Bank - Private,NIFTY 50,0.16,16.45,1.50,"YESBANK,"
Apollo Tyres Ltd.,APOLLOTYRE,NSE,Automobile & Ancillaries,Tyres & Allied,NIFTY 50,0.15,251.70,3.80,"APOLLOTYRE,"
Escorts Kubota Ltd.,ESCORTS,NSE,Automobile & Ancillaries,Automobiles-Tractors,NIFTY 50,0.15,1994.75,2.60,"ESCORTS,"
Grasim Industries Ltd.,GRASIM,NSE,Construction Materials,Cement & Construction Materials,NIFTY 50,0.15,1678.65,0.90,"GRASIM,"
JK Cement Ltd.,JKCEMENT,NSE,Construction Materials,Cement & Construction Materials,NIFTY 50,0.15,2716.55,2.40,"JKCEMENT,"
Mahindra & Mahindra Ltd.,M&M,NSE,Automobile & Ancillaries,Automobiles - Passenger Cars,NIFTY 50,0.15,1308.70,2.50,"M&M,"
Mahindra Lifespace Developers Ltd.,MAHLIFE,NSE,Realty,Construction - Real Estate,NIFTY 50,0.15,518.85,2.90,"MAHLIFE,"
Nuvoco Vistas Corporation Ltd.,NUVOCO,NSE,Construction Materials,Cement & Construction Materials,NIFTY 50,0.15,359.85,4.30,"NUVOCO,"
The Phoenix Mills Ltd.,PHOENIXLTD,NSE,Realty,Construction - Real Estate,NIFTY 50,0.15,1406.50,-1.00,"PHOENIXLTD,"
Trent Ltd.,TRENT,NSE,Retailing,Retailing,NIFTY 50,0.15,1407.25,3.40,"TRENT,"
AIA Engineering Ltd.,AIAENG,NSE,Capital Goods,Engineering - Industrial Equipments,NIFTY 50,0.14,2607.55,3.30,"AIAENG,"
Anupam Rasayan India Ltd.,ANURAS,NSE,Chemicals,Chemicals,NIFTY 50,0.14,777.00,1.60,"ANURAS,"
Asian Paints Ltd.,ASIANPAINT,NSE,Chemicals,Paints,NIFTY 50,0.14,3391.60,1.40,"ASIANPAINT,"
Bank Of Baroda,BANKBARODA,NSE,Banking,Bank - Public,NIFTY 50,0.14,130.85,3.60,"BANKBARODA,"
ITI Ltd.,ITI,NSE,Telecom,Telecommunication - Equipment,NIFTY 50,0.14,113.55,0.80,"ITI,"
Torrent Power Ltd.,TORNTPOWER,NSE,Power,Power Generation/Distribution,NIFTY 50,0.14,582.15,0.60,"TORNTPOWER,"
Triveni Turbine Ltd.,TRITURBINE,NSE,Capital Goods,Engineering - Industrial Equipments,NIFTY 50,0.14,204.95,3.80,"TRITURBINE,"
ZF Commercial Vehicle Control Systems India Ltd.,ZFCVINDIA,NSE,Automobile & Ancillaries,Auto Ancillary,NIFTY 50,0.14,9617.65,-0.70,"ZFCVINDIA,"
Bharat Electronics Ltd.,BEL,NSE,Capital Goods,Engineering - Industrial Equipments,NIFTY 50,0.13,306.50,-0.80,"BEL,"
Bosch Ltd.,BOSCHLTD,NSE,Automobile & Ancillaries,Auto Ancillary,NIFTY 50,0.13,17540.05,2.80,"BOSCHLTD,"
Dr. Lal Pathlabs Ltd.,LALPATHLAB,NSE,Healthcare,Hospital & Healthcare Services,NIFTY 50,0.13,2566.30,-1.20,"LALPATHLAB,"
Eicher Motors Ltd.,EICHERMOT,NSE,Automobile & Ancillaries,Automobile Two & Three Wheelers,NIFTY 50,0.13,3358.75,2.00,"EICHERMOT,"
Havells India Ltd.,HAVELLS,NSE,Capital Goods,Electric Equipment,NIFTY 50,0.13,1391.50,3.60,"HAVELLS,"
Indiabulls Real Estate Ltd.,IBREALEST,NSE,Realty,Construction - Real Estate,NIFTY 50,0.13,86.95,3.60,"IBREALEST,"
JK Paper Ltd.,JKPAPER,NSE,Paper,Paper & Paper Products,NIFTY 50,0.13,419.45,0.70,"JKPAPER,"
Jyothy Labs Ltd.,JYOTHYLAB,NSE,Fast Moving Consumer Goods,Household & Personal Products,NIFTY 50,0.13,188.70,-1.10,"JYOTHYLAB,"
Page Industries Ltd.,PAGEIND,NSE,Textile,Textile,NIFTY 50,0.13,51043.15,3.30,"PAGEIND,"
Restaurant Brands Asia Ltd.,RBA,NSE,Hospitality,"Hotel, Resort & Restaurants",NIFTY 50,0.13,132.15,3.90,"RBA,"
The Ramco Cements Ltd.,RAMCOCEM,NSE,Construction Materials,Cement & Construction Materials,NIFTY 50,0.13,757.00,3.30,"RAMCOCEM,"
Elgi Equipments Ltd.,ELGIEQUIP,NSE,Capital Goods,Compressors / Pumps,NIFTY 50,0.12,499.65,1.00,"ELGIEQUIP,"
Godrej Consumer Products Ltd.,GODREJCP,NSE,Fast Moving Consumer Goods,Household & Personal Products,NIFTY 50,0.12,924.25,1.80,"GODREJCP,"
Home First Finance Company India Ltd.,HOMEFIRST,NSE,Finance,Finance - Housing,NIFTY 50,0.12,969.60,1.30,"HOMEFIRST,"
ICICI Bank Ltd.,ICICIBANK,NSE,Banking,Bank - Private,NIFTY 50,0.12,887.30,3.70,"ICICIBANK,"
Kajaria Ceramics Ltd.,KAJARIACER,NSE,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,NIFTY 50,0.12,1164.95,-0.10,"KAJARIACER,"
LIC Housing Finance Ltd.,LICHSGFIN,NSE,Finance,Finance - Housing,NIFTY 50,0.12,409.20,1.30,"LICHSGFIN,"
Poonawalla Fincorp Ltd.,POONAWALLA,NSE,Finance,Finance - NBFC,NIFTY 50,0.12,306.85,0.20,"POONAWALLA,"
REC Ltd.,RECLTD,NSE,Finance,Finance Term Lending,NIFTY 50,0.12,108.75,1.40,"RECLTD,"
Rites Ltd.,RITES,NSE,Capital Goods,Engineering,NIFTY 50,0.12,297.45,-0.30,"RITES,"
Vardhman Textiles Ltd.,VTL,NSE,Textile,Textile,NIFTY 50,0.12,332.40,-0.30,"VTL,"
Carborundum Universal Ltd.,CARBORUNIV,NSE,Abrasives,Abrasives,NIFTY 50,0.11,843.85,3.00,"CARBORUNIV,"
Cera Sanitaryware Ltd.,CERA,NSE,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,NIFTY 50,0.11,4989.10,0.60,"CERA,"
Cholamandalam Investment and Finance Company Ltd.,CHOLAFIN,NSE,Finance,Finance - NBFC,NIFTY 50,0.11,790.35,0.40,"CHOLAFIN,"
Hindustan Aeronautics Ltd.,HAL,NSE,Aviation,Airlines,NIFTY 50,0.11,2295.20,0.30,"HAL,"
Indiabulls Housing Finance Ltd.,IBULHSGFIN,NSE,Finance,Finance - Housing,NIFTY 50,0.11,136.70,1.60,"IBULHSGFIN,"
IndusInd Bank Ltd.,INDUSINDBK,NSE,Banking,Bank - Private,NIFTY 50,0.11,1107.45,4.60,"INDUSINDBK,"
Larsen & Toubro Ltd.,LT,NSE,Infrastructure,Engineering - Construction,NIFTY 50,0.11,1922.50,2.20,"LT,"
MRF Ltd.,MRF,NSE,Automobile & Ancillaries,Tyres & Allied,NIFTY 50,0.11,85364.95,1.10,"MRF,"
Siemens Ltd.,SIEMENS,NSE,Capital Goods,Electric Equipment,NIFTY 50,0.11,2883.60,1.30,"SIEMENS,"
Titan Company Ltd.,TITAN,NSE,Diamond & Jewellery,Diamond  &  Jewellery,NIFTY 50,0.11,2604.65,2.90,"TITAN,"
TTK Prestige Ltd.,TTKPRESTIG,NSE,Consumer Durables,Consumer Durables - Domestic Appliances,NIFTY 50,0.11,961.90,1.60,"TTKPRESTIG,"
Ultratech Cement Ltd.,ULTRACEMCO,NSE,Construction Materials,Cement & Construction Materials,NIFTY 50,0.11,6677.85,2.60,"ULTRACEMCO,"
