Strongly Outperforming Benchmark Index,
Date: 29-Aug-2022,
Major Stocks,
Generated by and for: sr.chman6@gmail.com,

Stock Name,Symbol,Exch,Sector Name,Industry Name,Index,RS,Close,Chg %,Symbol with Comma for External Upload
Uflex Ltd.,UFLEX,NSE,Fast Moving Consumer Goods,Packaging,NIFTY 50,0.24,777.20,-3.40,"UFLEX,"
Adani Green Energy Ltd.,ADANIGREEN,NSE,Power,Power Generation/Distribution,NIFTY 50,0.23,2337.85,-2.30,"ADANIGREEN,"
Bajaj Finserv Ltd.,BAJAJFINSV,NSE,Finance,Finance - Investment,NIFTY 50,0.23,16086.40,-1.20,"BAJAJFINSV,"
Fine Organic Industries Ltd.,FINEORG,NSE,Chemicals,Chemicals,NIFTY 50,0.23,6140.20,-1.30,"FINEORG,"
PI Industries Ltd.,PIIND,NSE,Chemicals,Pesticides & Agrochemicals,NIFTY 50,0.23,3348.30,-0.80,"PIIND,"
Pidilite Industries Ltd.,PIDILITIND,NSE,Chemicals,Chemicals,NIFTY 50,0.23,2700.35,1.30,"PIDILITIND,"
UNO Minda Ltd.,UNOMINDA,NSE,Automobile & Ancillaries,Auto Ancillary,NIFTY 50,0.23,564.05,-1.10,"UNOMINDA,"
City Union Bank Ltd.,CUB,NSE,Banking,Bank - Private,NIFTY 50,0.22,179.15,-4.70,"CUB,"
Kalyan Jewellers India Ltd.,KALYANKJIL,NSE,Diamond & Jewellery,Diamond  &  Jewellery,NIFTY 50,0.22,77.30,-2.80,"KALYANKJIL,"
Sobha Ltd.,SOBHA,NSE,Realty,Construction - Real Estate,NIFTY 50,0.22,696.80,-2.10,"SOBHA,"
The Phoenix Mills Ltd.,PHOENIXLTD,NSE,Realty,Construction - Real Estate,NIFTY 50,0.22,1421.00,1.70,"PHOENIXLTD,"
BASF India Ltd.,BASF,NSE,Chemicals,Pesticides & Agrochemicals,NIFTY 50,0.21,3288.85,-2.20,"BASF,"
Grasim Industries Ltd.,GRASIM,NSE,Construction Materials,Cement & Construction Materials,NIFTY 50,0.21,1664.05,-0.70,"GRASIM,"
Radico Khaitan Ltd.,RADICO,NSE,Alcohol,Breweries & Distilleries,NIFTY 50,0.21,1055.85,1.80,"RADICO,"
Bharat Electronics Ltd.,BEL,NSE,Capital Goods,Engineering - Industrial Equipments,NIFTY 50,0.20,308.85,1.10,"BEL,"
The Indian Hotels Company Ltd.,INDHOTEL,NSE,Hospitality,"Hotel, Resort & Restaurants",NIFTY 50,0.20,282.00,0.40,"INDHOTEL,"
Torrent Power Ltd.,TORNTPOWER,NSE,Power,Power Generation/Distribution,NIFTY 50,0.20,578.75,0.40,"TORNTPOWER,"
ZF Commercial Vehicle Control Systems India Ltd.,ZFCVINDIA,NSE,Automobile & Ancillaries,Auto Ancillary,NIFTY 50,0.20,9683.25,-0.90,"ZFCVINDIA,"
Bajaj Electricals Ltd.,BAJAJELEC,NSE,Consumer Durables,Consumer Durables - Domestic Appliances,NIFTY 50,0.19,1212.00,-1.00,"BAJAJELEC,"
CG Power and Industrial Solutions Ltd.,CGPOWER,NSE,Capital Goods,Electric Equipment,NIFTY 50,0.19,221.40,-2.50,"CGPOWER,"
Grindwell Norton Ltd.,GRINDWELL,NSE,Abrasives,Abrasives,NIFTY 50,0.19,2178.15,-1.90,"GRINDWELL,"
Jyothy Labs Ltd.,JYOTHYLAB,NSE,Fast Moving Consumer Goods,Household & Personal Products,NIFTY 50,0.19,190.85,0.70,"JYOTHYLAB,"
PCBL Ltd.,PCBL,NSE,Chemicals,Carbon Black,NIFTY 50,0.19,129.65,2.90,"PCBL,"
Trent Ltd.,TRENT,NSE,Retailing,Retailing,NIFTY 50,0.19,1360.65,-2.20,"TRENT,"
TVS Motor Company Ltd.,TVSMOTOR,NSE,Automobile & Ancillaries,Automobile Two & Three Wheelers,NIFTY 50,0.19,957.85,0.40,"TVSMOTOR,"
UTI Asset Management Company Ltd.,UTIAMC,NSE,Finance,Finance - Asset Management,NIFTY 50,0.19,813.25,-1.60,"UTIAMC,"
Asian Paints Ltd.,ASIANPAINT,NSE,Chemicals,Paints,NIFTY 50,0.18,3343.25,0.60,"ASIANPAINT,"
GMM Pfaudler Ltd.,GMMPFAUDLR,NSE,Capital Goods,Engineering - Industrial Equipments,NIFTY 50,0.18,1655.60,-1.60,"GMMPFAUDLR,"
ITI Ltd.,ITI,NSE,Telecom,Telecommunication - Equipment,NIFTY 50,0.18,112.70,-1.20,"ITI,"
JK Cement Ltd.,JKCEMENT,NSE,Construction Materials,Cement & Construction Materials,NIFTY 50,0.18,2653.10,0.10,"JKCEMENT,"
The Federal Bank Ltd.,FEDERALBNK,NSE,Banking,Bank - Private,NIFTY 50,0.18,113.10,-0.70,"FEDERALBNK,"
Astral Ltd.,ASTRAL,NSE,Plastic Products,Plastic Products,NIFTY 50,0.17,2064.40,-2.10,"ASTRAL,"
Carborundum Universal Ltd.,CARBORUNIV,NSE,Abrasives,Abrasives,NIFTY 50,0.17,819.45,0.90,"CARBORUNIV,"
Escorts Kubota Ltd.,ESCORTS,NSE,Automobile & Ancillaries,Automobiles-Tractors,NIFTY 50,0.17,1943.35,5.80,"ESCORTS,"
Nuvoco Vistas Corporation Ltd.,NUVOCO,NSE,Construction Materials,Cement & Construction Materials,NIFTY 50,0.17,344.95,-1.90,"NUVOCO,"
Yes Bank Ltd.,YESBANK,NSE,Banking,Bank - Private,NIFTY 50,0.17,16.20,-1.50,"YESBANK,"
Dr. Lal Pathlabs Ltd.,LALPATHLAB,NSE,Healthcare,Hospital & Healthcare Services,NIFTY 50,0.16,2597.45,-1.50,"LALPATHLAB,"
Hindustan Aeronautics Ltd.,HAL,NSE,Aviation,Airlines,NIFTY 50,0.16,2289.20,0.70,"HAL,"
JK Paper Ltd.,JKPAPER,NSE,Paper,Paper & Paper Products,NIFTY 50,0.16,416.70,0.50,"JKPAPER,"
Kajaria Ceramics Ltd.,KAJARIACER,NSE,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,NIFTY 50,0.16,1165.65,-0.50,"KAJARIACER,"
Mahindra & Mahindra Ltd.,M&M,NSE,Automobile & Ancillaries,Automobiles - Passenger Cars,NIFTY 50,0.16,1276.80,0.20,"M&M,"
Tata Communications Ltd.,TATACOMM,NSE,Telecom,Telecommunication - Service  Provider,NIFTY 50,0.16,1164.65,-0.30,"TATACOMM,"
Century Plyboards (India) Ltd.,CENTURYPLY,NSE,Construction Materials,Wood & Wood Products,NIFTY 50,0.15,670.90,-1.00,"CENTURYPLY,"
Eicher Motors Ltd.,EICHERMOT,NSE,Automobile & Ancillaries,Automobile Two & Three Wheelers,NIFTY 50,0.15,3291.60,-1.90,"EICHERMOT,"
Elgi Equipments Ltd.,ELGIEQUIP,NSE,Capital Goods,Compressors / Pumps,NIFTY 50,0.15,494.70,0.00,"ELGIEQUIP,"
Home First Finance Company India Ltd.,HOMEFIRST,NSE,Finance,Finance - Housing,NIFTY 50,0.15,957.40,-0.80,"HOMEFIRST,"
IDBI Bank Ltd.,IDBI,NSE,Banking,Bank - Private,NIFTY 50,0.15,45.10,-1.40,"IDBI,"
Kansai Nerolac Paints Ltd.,KANSAINER,NSE,Chemicals,Paints,NIFTY 50,0.15,485.10,-1.60,"KANSAINER,"
Mahindra Lifespace Developers Ltd.,MAHLIFE,NSE,Realty,Construction - Real Estate,NIFTY 50,0.15,504.20,-1.10,"MAHLIFE,"
Oberoi Realty Ltd.,OBEROIRLTY,NSE,Realty,Construction - Real Estate,NIFTY 50,0.15,956.65,-1.20,"OBEROIRLTY,"
Praj Industries Ltd.,PRAJIND,NSE,Capital Goods,Engineering - Industrial Equipments,NIFTY 50,0.15,406.90,4.30,"PRAJIND,"
REC Ltd.,RECLTD,NSE,Finance,Finance Term Lending,NIFTY 50,0.15,107.25,-1.20,"RECLTD,"
Thermax Ltd.,THERMAX,NSE,Capital Goods,Engineering - Industrial Equipments,NIFTY 50,0.15,2468.25,-1.00,"THERMAX,"
Anupam Rasayan India Ltd.,ANURAS,NSE,Chemicals,Chemicals,NIFTY 50,0.14,764.45,-0.10,"ANURAS,"
Bank Of Baroda,BANKBARODA,NSE,Banking,Bank - Public,NIFTY 50,0.14,126.30,-1.60,"BANKBARODA,"
MRF Ltd.,MRF,NSE,Automobile & Ancillaries,Tyres & Allied,NIFTY 50,0.14,84418.65,-1.00,"MRF,"
Poly Medicure Ltd.,POLYMED,NSE,Healthcare,Medical Equipment/Supplies/Accessories,NIFTY 50,0.14,868.25,14.50,"POLYMED,"
Poonawalla Fincorp Ltd.,POONAWALLA,NSE,Finance,Finance - NBFC,NIFTY 50,0.14,306.25,0.80,"POONAWALLA,"
Restaurant Brands Asia Ltd.,RBA,NSE,Hospitality,"Hotel, Resort & Restaurants",NIFTY 50,0.14,127.20,-2.30,"RBA,"
Rites Ltd.,RITES,NSE,Capital Goods,Engineering,NIFTY 50,0.14,298.20,2.70,"RITES,"
Siemens Ltd.,SIEMENS,NSE,Capital Goods,Electric Equipment,NIFTY 50,0.14,2847.85,-2.50,"SIEMENS,"
Sundaram-Clayton Ltd.,SUNCLAYLTD,NSE,Automobile & Ancillaries,Auto Ancillary,NIFTY 50,0.14,4691.95,2.20,"SUNCLAYLTD,"
Tata Chemicals Ltd.,TATACHEM,NSE,Chemicals,Chemicals,NIFTY 50,0.14,1132.40,2.00,"TATACHEM,"
Vardhman Textiles Ltd.,VTL,NSE,Textile,Textile,NIFTY 50,0.14,333.35,-0.50,"VTL,"
AIA Engineering Ltd.,AIAENG,NSE,Capital Goods,Engineering - Industrial Equipments,NIFTY 50,0.13,2523.85,-0.90,"AIAENG,"
Bosch Ltd.,BOSCHLTD,NSE,Automobile & Ancillaries,Auto Ancillary,NIFTY 50,0.13,17059.90,-1.10,"BOSCHLTD,"
Cera Sanitaryware Ltd.,CERA,NSE,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,NIFTY 50,0.13,4960.45,1.40,"CERA,"
Fortis Healthcare Ltd.,FORTIS,NSE,Healthcare,Hospital & Healthcare Services,NIFTY 50,0.13,290.10,-0.40,"FORTIS,"
Godrej Consumer Products Ltd.,GODREJCP,NSE,Fast Moving Consumer Goods,Household & Personal Products,NIFTY 50,0.13,907.80,1.10,"GODREJCP,"
Havells India Ltd.,HAVELLS,NSE,Capital Goods,Electric Equipment,NIFTY 50,0.13,1343.50,1.50,"HAVELLS,"
Hikal Ltd.,HIKAL,NSE,Healthcare,Pharmaceuticals & Drugs,NIFTY 50,0.13,324.45,-1.90,"HIKAL,"
LIC Housing Finance Ltd.,LICHSGFIN,NSE,Finance,Finance - Housing,NIFTY 50,0.13,403.90,0.60,"LICHSGFIN,"
Page Industries Ltd.,PAGEIND,NSE,Textile,Textile,NIFTY 50,0.13,49390.70,-1.10,"PAGEIND,"
Solar Industries India Ltd.,SOLARINDS,NSE,Chemicals,Chemicals,NIFTY 50,0.13,3300.40,-1.40,"SOLARINDS,"
The Ramco Cements Ltd.,RAMCOCEM,NSE,Construction Materials,Cement & Construction Materials,NIFTY 50,0.13,732.70,-1.80,"RAMCOCEM,"
Timken India Ltd.,TIMKEN,NSE,Automobile & Ancillaries,Bearings,NIFTY 50,0.13,2961.20,0.10,"TIMKEN,"
Titan Company Ltd.,TITAN,NSE,Diamond & Jewellery,Diamond  &  Jewellery,NIFTY 50,0.13,2531.70,0.00,"TITAN,"
Triveni Turbine Ltd.,TRITURBINE,NSE,Capital Goods,Engineering - Industrial Equipments,NIFTY 50,0.13,197.40,-1.40,"TRITURBINE,"
Ultratech Cement Ltd.,ULTRACEMCO,NSE,Construction Materials,Cement & Construction Materials,NIFTY 50,0.13,6506.30,-0.20,"ULTRACEMCO,"
Bajaj Finance Ltd.,BAJFINANCE,NSE,Finance,Finance - NBFC,NIFTY 50,0.12,6964.35,-1.40,"BAJFINANCE,"
Cochin Shipyard Ltd.,COCHINSHIP,NSE,Ship Building,Ship Building,NIFTY 50,0.12,375.80,3.10,"COCHINSHIP,"
Dalmia Bharat Ltd.,DALBHARAT,NSE,Construction Materials,Cement & Construction Materials,NIFTY 50,0.12,1528.75,-0.20,"DALBHARAT,"
Hindustan Unilever Ltd.,HINDUNILVR,NSE,Fast Moving Consumer Goods,Household & Personal Products,NIFTY 50,0.12,2575.80,0.20,"HINDUNILVR,"
Indiabulls Real Estate Ltd.,IBREALEST,NSE,Realty,Construction - Real Estate,NIFTY 50,0.12,83.95,-1.20,"IBREALEST,"
Indian Bank,INDIANB,NSE,Banking,Bank - Public,NIFTY 50,0.12,190.60,-1.40,"INDIANB,"
Larsen & Toubro Ltd.,LT,NSE,Infrastructure,Engineering - Construction,NIFTY 50,0.12,1881.50,-1.30,"LT,"
Nestle India Ltd.,NESTLEIND,NSE,Fast Moving Consumer Goods,Consumer Food,NIFTY 50,0.12,19646.35,0.60,"NESTLEIND,"
Privi Speciality Chemicals Ltd.,PRIVISCL,NSE,Chemicals,Chemicals,NIFTY 50,0.12,1380.20,-0.50,"PRIVISCL,"
Aditya Birla Fashion and Retail Ltd.,ABFRL,NSE,Retailing,Retailing,NIFTY 50,0.11,301.85,-1.10,"ABFRL,"
Apollo Tyres Ltd.,APOLLOTYRE,NSE,Automobile & Ancillaries,Tyres & Allied,NIFTY 50,0.11,242.45,-1.20,"APOLLOTYRE,"
Bharat Heavy Electricals Ltd.,BHEL,NSE,Capital Goods,Engineering - Industrial Equipments,NIFTY 50,0.11,59.20,2.30,"BHEL,"
Cholamandalam Investment and Finance Company Ltd.,CHOLAFIN,NSE,Finance,Finance - NBFC,NIFTY 50,0.11,787.45,-1.10,"CHOLAFIN,"
Crompton Greaves Consumer Electricals Ltd.,CROMPTON,NSE,Consumer Durables,Consumer Durables - Domestic Appliances,NIFTY 50,0.11,403.80,-2.60,"CROMPTON,"
EIH Ltd.,EIHOTEL,NSE,Hospitality,"Hotel, Resort & Restaurants",NIFTY 50,0.11,156.50,-2.80,"EIHOTEL,"
Emami Ltd.,EMAMILTD,NSE,Fast Moving Consumer Goods,Household & Personal Products,NIFTY 50,0.11,482.65,-0.90,"EMAMILTD,"
HFCL Ltd.,HFCL,NSE,Telecom,Telecommunication - Equipment,NIFTY 50,0.11,74.45,3.90,"HFCL,"
ICICI Bank Ltd.,ICICIBANK,NSE,Banking,Bank - Private,NIFTY 50,0.11,855.85,-1.70,"ICICIBANK,"
One97 Communications Ltd.,PAYTM,NSE,Information Technology,e-Commerce,NIFTY 50,0.11,726.40,-4.70,"PAYTM,"
Prism Johnson Ltd.,PRSMJOHNSN,NSE,Construction Materials,Cement & Construction Materials,NIFTY 50,0.11,126.50,-0.80,"PRSMJOHNSN,"
TTK Prestige Ltd.,TTKPRESTIG,NSE,Consumer Durables,Consumer Durables - Domestic Appliances,NIFTY 50,0.11,946.35,3.30,"TTKPRESTIG,"
